11100011,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100011,
11100012,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100012,
11100021,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100021,
11100022,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100022,
11100031,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100031,
11100032,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100032,
11100041,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100041,
11100042,審判剣＝魔女破滅,ジャッジメントウィッチ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100042,
11100051,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100051,
11100052,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100052,
11100061,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100061,
11100062,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100062,
11100071,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100071,
11100072,打撃剣＝敗者復活,ゲットオーバールーズ,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100072,
11100081,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100081,
11100082,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100082,
11100091,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100091,
11100092,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100092,
11100101,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100101,
11100102,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100102,
11100111,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100111,
11100112,圧壊槌＝装甲粉砕,ストロングハンマー,敵単体/物理/{1}の火ダメージ,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100112,
11100121,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100121,
11100122,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100122,
11100131,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100131,
11100132,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100132,
11100141,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100141,
11100142,騎兵銃＝悪路掃射,ダーティオープンファイア,敵単体/物理/{1}の氷ダメージ,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100142,
11100151,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100151,
11100152,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100152,
11100161,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100161,
11100162,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100162,
11100171,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100171,
11100172,疾風舞撃#32,ストームブラスト,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100172,
11100181,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100181,
11100182,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100182,
11100191,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100191,
11100192,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100192,
11100201,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100201,
11100202,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100202,
11100211,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100211,
11100212,騎士解析#25,メンタルクラッシュ,敵単体/物理/{1}の風ダメージ,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100212,
11100221,増強杖＝膂力乱撃,フィジカルスマッシュ,敵単体/物理/{1}の光ダメージ,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100221,
11100222,増強杖＝膂力乱撃,フィジカルスマッシュ,敵単体/物理/{1}の光ダメージ,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,,,,,,,,,,,,,,11100222,
