15000010,15000010,サマーレッド,,NORMAL,,,1,,1,0,0,0,15000010,,,01000,1,TURN_AFTER,3,
15000020,15000020,バカンスホワイト,,NORMAL,,,1,,0,1,0,0,15000020,,,01200,1,TURN_AFTER,3,
15000030,15000030,ビキニブルー,,NORMAL,,,1,,0,0,1,0,15000030,,,02100,1,TURN_AFTER,3,
15000040,15000040,チューブトップピンク,,NORMAL,,,1,,0,0,0,1,15000040,,,01020,1,TURN_AFTER,3,
15000050,15000050,サマーブルー,,NORMAL,,,1,,1,0,0,0,15000050,,,01000,1,TURN_AFTER,3,
15000060,15000060,バカンスブラック,,NORMAL,,,1,,0,1,0,0,15000060,,,01210,1,TURN_AFTER,3,
15000070,15000070,ビキニグリーン,,NORMAL,,,1,,0,0,1,0,15000070,,,02110,1,TURN_AFTER,3,
15000080,15000080,チューブトップブルー,,NORMAL,,,1,,0,0,0,1,15000080,,,01020,1,TURN_AFTER,3,
15000090,15000090,モードレッドスフィア,,NORMAL,,,1,,1,0,0,0,15000090,,,01110,1,TURN_AFTER,3,
15000100,15000100,マルクスフィア,,NORMAL,,,1,,0,1,0,0,15000100,,,01200,1,TURN_AFTER,3,
15000110,15000110,輝夜スフィア,,NORMAL,,,1,,0,0,1,0,15000110,,,02100,1,TURN_AFTER,3,
15000120,15000120,クレアスフィア,,NORMAL,,,1,,0,0,0,1,15000120,,,01100,1,TURN_AFTER,3,
15000130,15000130,レッドモードレッド,,NORMAL,,,1,,1,0,0,0,15000130,,,01100,1,TURN_AFTER,3,
15000140,15000140,シルバーマルク,,NORMAL,,,1,,0,1,0,0,15000140,,,01210,1,TURN_AFTER,3,
15000150,15000150,ホワイト輝夜,,NORMAL,,,1,,0,0,1,0,15000150,,,02110,1,TURN_AFTER,3,
15000160,15000160,パープルクレア,,NORMAL,,,1,,0,0,0,1,15000160,,,01110,1,TURN_AFTER,3,
15000170,15000170,フランケン,,NORMAL,,,1,,1,0,0,0,15000170,,,01000,1,TURN_AFTER,3,
15000180,15000180,ヴァンパイア,,NORMAL,,,1,,0,1,0,0,15000180,,,01000,1,TURN_AFTER,3,
15000190,15000190,マジカルソーサレス,,NORMAL,,,1,,0,0,1,0,15000190,,,01010,1,TURN_AFTER,3,
15000200,15000200,ピンクウィッチ,,NORMAL,,,1,,0,0,0,1,15000200,,,01100,1,TURN_AFTER,3,
15000210,15000210,熱血ブラック,,NORMAL,,,1,,1,0,0,0,15000210,,,01010,1,TURN_AFTER,3,
15000220,15000220,帝国ブラック,,NORMAL,,,1,,0,1,0,0,15000220,,,01100,1,TURN_AFTER,3,
15000230,15000230,セーラーホワイト,,NORMAL,,,1,,0,0,1,0,15000230,,,01110,1,TURN_AFTER,3,
15000240,15000240,花咲く乙女アリエッタ,,NORMAL,,,1,,0,0,0,1,15000240,,,01110,1,TURN_AFTER,3,
15000250,15000250,熱血ホワイト,,NORMAL,,,1,,1,0,0,0,15000250,,,01000,1,TURN_AFTER,2,
15000260,15000260,帝国ホワイト,,NORMAL,,,1,,0,1,0,0,15000260,,,01210,1,TURN_AFTER,2,
15000270,15000270,セーラーブラック,,NORMAL,,,1,,0,0,1,0,15000270,,,02100,1,TURN_AFTER,2,
15000280,15000280,花咲く乙女アリア,,NORMAL,,,1,,0,0,0,1,15000280,,,01100,1,TURN_AFTER,2,
15000290,15000290,トニーズキング,,NORMAL,,,1,,1,0,0,0,15000290,,,01010,1,TURN_AFTER,5,
15000300,15000300,聖夜の騎士レッド,,NORMAL,,,1,,0,1,0,0,15000300,,,01200,1,TURN_AFTER,3,
15000310,15000310,聖夜泥棒レッド,,NORMAL,,,1,,0,0,1,0,15000310,,,01010,1,TURN_AFTER,5,
15000320,15000320,聖夜の天使レッド,,NORMAL,,,1,,0,0,0,1,15000320,,,01020,1,TURN_AFTER,3,
15000330,15000330,トニーズブラック,,NORMAL,,,1,,1,0,0,0,15000330,,,01010,1,TURN_AFTER,5,
15000340,15000340,聖夜の騎士ブラック,,NORMAL,,,1,,0,1,0,0,15000340,,,01210,1,TURN_AFTER,3,
15000350,15000350,聖夜泥棒ダーク,,NORMAL,,,1,,0,0,1,0,15000350,,,01010,1,TURN_AFTER,5,
15000360,15000360,聖夜の天使ダーク,,NORMAL,,,1,,0,0,0,1,15000360,,,01020,1,TURN_AFTER,5,
15000370,15000370,炎舞の奏者,,NORMAL,,,1,,1,0,0,0,15000370,,,01000,1,TURN_AFTER,5,
15000380,15000380,雪華の騎士,,NORMAL,,,1,,0,1,0,0,15000380,,,01200,1,TURN_AFTER,3,
15000390,15000390,桃色春姫,,NORMAL,,,1,,0,0,1,0,15000390,,,01010,1,TURN_AFTER,5,
15000400,15000400,桃色阿国,,NORMAL,,,1,,0,0,0,1,15000400,,,01110,1,TURN_AFTER,2,
15000410,15000410,氷雪の奏者,,NORMAL,,,1,,1,0,0,0,15000410,,,01010,1,TURN_AFTER,3,
15000420,15000420,黒華の騎士,,NORMAL,,,1,,0,1,0,0,15000420,,,01200,1,TURN_AFTER,3,
15000430,15000430,栗梅春姫,,NORMAL,,,1,,0,0,1,0,15000430,,,01010,1,TURN_AFTER,4,
15000440,15000440,菫色阿国,,NORMAL,,,1,,0,0,0,1,15000440,,,01100,1,TURN_AFTER,4,
15000450,15000450,恋チョコ紳士,,NORMAL,,,1,,1,0,0,0,15000450,,,01100,1,TURN_AFTER,4,
15000460,15000460,恋チョコパティシエ,,NORMAL,,,1,,0,1,0,0,15000460,,,01000,1,TURN_AFTER,3,
15000470,15000470,恋チョコ泥棒,,NORMAL,,,1,,0,0,1,0,15000470,,,02100,1,TURN_AFTER,4,
15000480,15000480,恋チョコポリス,,NORMAL,,,1,,0,0,0,1,15000480,,,01110,1,TURN_AFTER,4,
15000490,15000490,恋チョコ紫紳士,,NORMAL,,,1,,1,0,0,0,15000490,,,01110,1,TURN_AFTER,4,
15000500,15000500,恋チョコ黒パティシエ,,NORMAL,,,1,,0,1,0,0,15000500,,,01000,1,TURN_AFTER,3,
15000510,15000510,空色恋チョコ泥棒,,NORMAL,,,1,,0,0,1,0,15000510,,,02110,1,TURN_AFTER,4,
15000520,15000520,恋ﾁｮｺﾐﾙｷｰﾎﾟﾘｽ,,NORMAL,,,1,,0,0,0,1,15000520,,,01120,1,TURN_AFTER,3,
15000530,15000530,ゴルロイススフィア,,NORMAL,,,1,,1,0,0,0,15000530,,,01000,1,TURN_AFTER,3,
15000540,15000540,バーナードスフィア,,NORMAL,,,1,,0,1,0,0,15000540,,,01210,1,TURN_AFTER,3,
15000550,15000550,エニードスフィア,,NORMAL,,,1,,0,0,1,0,15000550,,,01010,1,TURN_AFTER,5,
15000560,15000560,ペリドッドスフィア,,NORMAL,,,1,,0,0,0,1,15000560,,,01020,1,TURN_AFTER,4,
15000570,15000570,ゴルドロイス,,NORMAL,,,1,,1,0,0,0,15000570,,,01010,1,TURN_AFTER,2,
15000580,15000580,紅騎バーナード,,NORMAL,,,1,,0,1,0,0,15000580,,,01000,1,TURN_AFTER,3,
15000590,15000590,堕天エニード,,NORMAL,,,1,,0,0,1,0,15000590,,,01010,1,TURN_AFTER,3,
15000600,15000600,試零ペリドッド,,NORMAL,,,1,,0,0,0,1,15000600,,,01020,1,TURN_AFTER,3,
15000610,15000610,ガヘリススフィア,,NORMAL,,,1,,1,0,0,0,15000610,,,01010,1,TURN_AFTER,3,
15000620,15000620,ランスロットスフィア,,NORMAL,,,1,,0,1,0,0,15000620,,,01210,1,TURN_AFTER,3,
15000630,15000630,ドモヴォーイスフィア,,NORMAL,,,1,,0,0,1,0,15000630,,,02100,1,TURN_AFTER,3,
15000640,15000640,ニムエスフィア,,NORMAL,,,1,,0,0,0,1,15000640,,,01100,1,TURN_AFTER,3,
15000650,15000650,宣告ガヘリス,,NORMAL,,,1,,1,0,0,0,15000650,,,01010,1,TURN_AFTER,3,
15000660,15000660,緋紅ランスロット,,NORMAL,,,1,,0,1,0,0,15000660,,,01000,1,TURN_AFTER,3,
15000670,15000670,凶兆ドモヴォーイ,,NORMAL,,,1,,0,0,1,0,15000670,,,01010,1,TURN_AFTER,4,
15000680,15000680,白ニムエ,,NORMAL,,,1,,0,0,0,1,15000680,,,01120,1,TURN_AFTER,4,
15000690,15000690,沖田総司スフィア,,NORMAL,,,1,,1,0,0,0,15000690,,,01010,1,TURN_AFTER,2,
15000700,15000700,彦星スフィア,,NORMAL,,,1,,0,1,0,0,15000700,,,01100,1,TURN_AFTER,3,
15000710,15000710,ウアサハスフィア,,NORMAL,,,1,,0,0,1,0,15000710,,,01110,1,TURN_AFTER,2,
15000720,15000720,ｺﾝｽﾀﾝﾃｨﾝｽﾌｨｱ,,NORMAL,,,1,,0,0,0,1,15000720,,,01020,1,TURN_AFTER,2,
15000730,15000730,初号機：傭兵スフィア,,NORMAL,,,1,,1,0,0,0,15000730,,,01000,1,TURN_AFTER,2,
15000740,15000740,初号機：富豪スフィア,,NORMAL,,,1,,0,1,0,0,15000740,,,01000,1,TURN_AFTER,3,
