#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,機能,,,,,,,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,発動条件2,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
60000101,[火]物攻熟练 等级1,fire mastery,火属性的物理伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000101,
60000102,[火]物攻熟练 等级2,fire mastery,火属性的物理伤害提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000102,
60000103,[火]物攻熟练 等级3,fire mastery,火属性的物理伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000103,
60000111,[冰]物攻熟练 等级1,ice mastery,冰属性的物理伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000111,
60000112,[冰]物攻熟练 等级2,ice mastery,冰属性的物理伤害提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000112,
60000113,[冰]物攻熟练 等级3,ice mastery,冰属性的物理伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000113,
60000121,[风]物攻熟练 等级1,wind mastery,风属性的物理伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000121,
60000122,[风]物攻熟练 等级2,wind mastery,风属性的物理伤害提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000122,
60000123,[风]物攻熟练 等级3,wind mastery,风属性的物理伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000123,
60000131,[光]物攻熟练 等级1,light mastery,光属性的物理伤害提升1%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000131,
60000132,[光]物攻熟练 等级2,light mastery,光属性的物理伤害提升1.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000132,
60000133,[光]物攻熟练 等级3,light mastery,光属性的物理伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,,,,,,,,,,,,,,60000133,
