#ID,基カードID,同カードID,冠名,メイン名,スタックか？,レアリティ,レアリティプラス,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,通常スキルID,アーサーボーナススキルID,サポートスキルID,スキルLv上限,スキル?????ID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材タイプ,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,卡牌作用,卡牌出处,是能够分解或培养,分解基数,培养基数,是否4188(客户端）,
#,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],忠誠度UP,スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,
1,1,1,NORMAL,NORMAL,,NORMAL,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,10,10200011,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,HIGHNORMAL,HIGHNORMAL,,HIGHNORMAL,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,30,10200021,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,RARE,RARE,,RARE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,50,10200031,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,SUPERRARE,SUPERRARE,,SUPERRARE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,70,10200041,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,ULTRARARE,ULTRARARE,,ULTRARARE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,90,10200051,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,MILLIONRARE,MILLIONRARE,,MILLIONRARE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,10200061,,,1,0,0,,0,,S,101,0,,,,,UNKNOWN,1,1,1,1,1,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ロンチ用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000010,10000010,10000010,骑士,第二型加荷里斯,,HIGHNORMAL,,0,130,216,0,22,36,0,0,0,0,0,0,0,20,100,30,11100011,11100012,,1,0,10000010,0,10000010,1,S,102,500,,加入强大的洛特王基因的骑士之一。虽然拥有恐怖的力量，但是容易将对敌人的恨意混同为正义感。一旦将对手视作敌人，哪怕是亲密好友或者再生父母，也会毫不犹豫地发动攻击。单纯以战斗力角度考虑，其坚定不移的破坏行为极为优秀。如果想利用他来为非作歹，其剑锋会倒戈直指国王的头颅。,まろ,浪川 大辅,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,我叫加荷里斯。是带来正义和秩序之人。王，看来你也是一位正义之人。与我一同消除不列颠的灾祸吧！,正义面前，邪恶没有机会蔓延。所有的邪恶，就由我来全部除掉！,正义面前，邪恶没有机会蔓延。所有的邪恶，就由我来全部除掉！,修行还远远不足。为了不败只能不断努力。,偷偷摸摸的坏人们，在法律的光辉下你们将无所遁形。,原来这就是正义的力量。仿佛全身都充满了力量。,好人有好报。王，让我们共同行使正义吧。,交个我吧！正义的帮手就交给我把。,发现宝物了。判断就交给王了。,咳…，看来是个强敌。但是，如果你非要挡着路的话。,是的！为正义竭尽全力。作为王的骑士这是理所当然的。,让不列颠的正义之灯绽放光辉吧。我相信我们的契约会成为伟业中神圣的一环。,你们就死在这里吧！,你们还没有结束。,咳…！看来路还长着呢。,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,,普通副本、扭蛋,2,,20,,
10000011,10000011,10000010,愤怒之骑士,第二型加荷里斯,,RARE,,0,270,400,0,45,67,0,0,0,0,0,0,0,30,100,50,11100021,11100022,,1,1,10000011,0,10000011,1,M,103,1000,,加入强大的洛特王基因的骑士之一。虽然拥有恐怖的力量，但是容易将对敌人的恨意混同为正义感。一旦将对手视作敌人，哪怕是亲密好友或者再生父母，也会毫不犹豫地发动攻击。单纯以战斗力角度考虑，其坚定不移的破坏行为极为优秀。如果想利用他来为非作歹，其剑锋会倒戈直指国王的头颅。,まろ,浪川 大辅,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,王的双眸中，映出的是怎样的世界呢？如果需要斩断这充满谎言的世界的力量，请给予我指示。,一起平定不列颠的动乱吧。一起创造大家期待的未来吧。,只有建立在不懈努力和良好思想上，才能正确的行使力量。,如果自我满足，便会滋生懒惰。要一直保持钻研精神。,有自己的意志才会成长。这是这个世界的真理。,就算不能感受到自己的成长，也不能停下前进的脚步。,就算是为了大义，也不能懈怠行小善。,王，这里就交给我吧。崇高的意志不会破灭。,我会负责保管好失物。直到失主出现的那个时候。,你作为敌人正好不过。现在就是展现正义的时刻。,为了大义就算被称作伪善也无不可。王，做好这个觉悟了么？,只要有崇高的意志，形态的不同都是小事。志同道合的人们，为了不列颠共同奋斗吧。,洗干净自己的脖子等死吧！,沉住气。现在说放弃还早着呢！,不可能，正义怎么会失败！,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,,普通副本、扭蛋、进化,2,,20,,
10000012,10000012,10000010,暴怒之骑士,第二型加荷里斯,,SUPERRARE,,0,419,699,0,70,117,0,0,0,0,0,0,0,40,100,70,11100031,11100032,,1,1,10000012,0,10000012,1,L,104,5000,,加入强大的洛特王基因的骑士之一。虽然拥有恐怖的力量，但是容易将对敌人的恨意混同为正义感。一旦将对手视作敌人，哪怕是亲密好友或者再生父母，也会毫不犹豫地发动攻击。单纯以战斗力角度考虑，其坚定不移的破坏行为极为优秀。如果想利用他来为非作歹，其剑锋会倒戈直指国王的头颅。,まろ,浪川 大辅,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,就算是被骂是伪善我也要继续。但愿就算我们对善有所分歧，追求的大义会也是相同的。,我能做的事就是，相信自己，贯彻正义。,只有意志坚定的人才会获得更大的力量。,只有肉体的强大不是真正的强大。使用它的意志才是最大的武器。,结果是后加上去的。不是什么值得称赞的事。,无论什么样的敌人在前面等着，只需要相信自己的正义。,铲除恶的萌芽，播种善的种子。让我们这就去探索吧。,对卑鄙小人无需同情。就在这里结束吧。,虽然拾捡丢弃的东西，或许也是正确的行为……,虽然很不好对付，正义有必将取得胜利的命运。,你拥有与王者相称的器量。共同创造太平之世吧。,实现和平之路还长着呢。不过，只要有执行正义的气概，不论是什么困难也能克服。,为自己感到羞愧，成为正义的牺牲品吧！,自己的目标是什么，请扪心自问。,我被打败了？难道我才是恶！？,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,,进化,2,,20,,
