#ID,モデルID,効果エフェクトスケール,イメージID,名前,属性,HP,ATK,INT,MND,DEF,MDEF,ダメージ減算,サイズ,ボイス情報ID,
#,
#,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
10000101,,,10000187,凯,WIND,1400,330,330,0,0,0,0,S,,
10000102,,,10001001,加多,WIND,2300,270,270,0,0,0,0,S,,
10000103,,,10000197,波尔斯,WIND,1400,330,330,0,0,0,0,S,,
10000104,,,10001002,加多,WIND,8900,470,470,0,0,0,0,M,,
#,,,,,,,,,,,,,,,
10000201,,,10000105,纳杰吉塔,ICE,1600,390,390,0,0,0,0,S,,
10000202,,,10000046,吉夫雷斯,ICE,2600,320,320,0,0,0,0,S,,
10000203,,,10001005,贝莉珊,ICE,1600,390,390,0,0,0,0,S,,
10000204,,,10000107,纳杰吉塔,ICE,12400,550,550,0,0,0,0,L,,
#,,,,,,,,,,,,,,,
10000301,,,10000179,柏德玛戈斯,FIRE,1800,420,420,0,0,0,0,S,,
10000302,,,10000022,佩里诺尔,FIRE,2900,350,350,0,0,0,0,S,,
10000303,,,10000182,兰玛洛克,FIRE,1800,420,420,0,0,0,0,S,,
10000304,,,10000184,兰玛洛克,FIRE,13900,600,600,0,0,0,0,L,,
#,,,,,,,,,,,,,,,
10000401,,,10000105,纳杰吉塔,ICE,2300,460,460,0,0,0,0,S,,
10000402,,,10000046,吉夫雷斯,ICE,3800,380,380,0,0,0,0,S,,
10000403,,,10001005,贝莉珊,ICE,2300,460,460,0,0,0,0,S,,
10000404,,,10000187,凯,WIND,2300,460,460,0,0,0,0,S,,
10000405,,,10001001,加多,WIND,3800,380,380,0,0,0,0,S,,
10000406,,,10000197,波尔斯,WIND,2300,460,460,0,0,0,0,S,,
10000407,,,10000123,哥鲁尼曼,WIND,4500,420,420,210,0,0,0,M,,
10000408,,,10000096,格妮妲,WIND,3000,460,460,460,0,0,0,S,,
10000409,,,10000098,格妮妲,WIND,18000,510,510,0,0,0,0,L,,
10000410,,,10000098,指环,WIND,13500,460,460,690,0,0,0,P,,
#,,,,,,,,,,,,,,,
10000501,,,10000179,柏德玛戈斯,FIRE,2500,530,530,0,0,0,0,S,,
10000502,,,10000022,佩里诺尔,FIRE,4100,450,450,0,0,0,0,S,,
10000503,,,10000182,兰玛洛克,FIRE,2500,530,530,0,0,0,0,S,,
10000504,,,10000105,纳杰吉塔,ICE,2500,530,530,0,0,0,0,S,,
10000505,,,10000046,吉夫雷斯,ICE,4100,450,450,0,0,0,0,S,,
10000506,,,10001005,贝莉珊,ICE,2500,530,530,0,0,0,0,S,,
10000507,,,10000304,奥德修斯,ICE,2500,490,490,330,0,0,0,S,,
10000508,,,10000131,艾恩赛德,ICE,6600,590,590,870,0,0,0,M,,
10000509,,,10000081,洛蒂涅,ICE,4100,590,590,550,0,0,0,S,,
10000510,,,10000083,洛蒂涅,ICE,19700,760,760,0,0,0,0,L,,
10000511,,,10000083,伞,ICE,18100,590,590,1200,0,0,0,P,,
#,,,,,,,,,,,,,,,
10000601,,,10000179,柏德玛戈斯,FIRE,2700,570,570,0,0,0,0,S,,
10000602,,,10000022,佩里诺尔,FIRE,4400,480,480,0,0,0,0,S,,
10000603,,,10000182,兰玛洛克,FIRE,2700,570,570,0,0,0,0,S,,
10000604,,,10000026,玛洛斯,FIRE,1800,570,570,285,0,0,0,S,,
10000605,,,10000093,依缇尔,FIRE,7000,570,570,570,0,0,0,M,,
10000606,,,10000187,凯,WIND,2700,570,570,0,0,0,0,S,,
10000607,,,10001001,加多,WIND,4400,480,480,0,0,0,0,S,,
10000608,,,10000197,波尔斯,WIND,2700,570,570,0,0,0,0,S,,
10000609,,,10000095,依缇尔,FIRE,21100,640,640,960,0,0,0,L,,
10000610,,,10000095,剑,FIRE,15800,720,720,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10000701,,,10000173,格罗马索玛吉亚,LIGHT,2900,630,630,0,0,0,0,S,,
10000702,,,10000166,提尔拉蒙,LIGHT,2900,630,630,2900,0,0,0,S,,
10000703,,,10000153,艾文,LIGHT,3800,570,570,3800,0,0,0,S,,
10000704,,,10000102,拿破仑,LIGHT,4800,520,520,0,0,0,0,M,,
10000705,,,10000155,艾文,LIGHT,22800,780,780,0,0,0,0,L,,
10000706,,,10000155,盾,LIGHT,17100,700,700,1140,0,0,0,P,,
#,,,,,,,,,,,,,,,
10000801,,,10000075,布兰奇芙蓉,DARK,3100,670,670,0,0,0,0,S,,
10000802,,,10000078,海克特·德·玛力斯,DARK,3100,670,670,0,0,0,0,S,,
10000803,,,10000065,梅利甘斯,DARK,4200,670,670,0,0,0,0,M,,
10000804,,,10000067,梅利甘斯,DARK,24800,840,840,0,0,0,0,L,,
10000805,,,10000067,双马尾,DARK,10400,610,610,0,0,0,0,P,,
10000806,,,10000067,双马尾,DARK,10400,610,610,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10000901,,,10000011,加荷里斯,FIRE,7100,920,920,0,0,0,0,M,,
10000902,,,10000303,崔斯坦,DARK,10600,740,740,0,0,0,0,M,,
10000903,,,10000031,丽奈特,WIND,8200,740,740,0,0,0,0,M,,
10000904,,,10000039,布兰克韦恩,ICE,8200,740,740,0,0,0,0,M,,
10000905,,,10000214,希娅娜,LIGHT,32800,820,820,0,0,0,0,L,,
10000906,,,10000214,本,LIGHT,10600,670,670,220,0,0,0,P,,
10000907,,,10000214,本,LIGHT,10600,670,670,220,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001001,,,10000187,凯,WIND,4200,890,890,0,0,0,0,S,,
10001002,,,10001001,加多,WIND,7000,740,740,0,0,0,0,S,,
10001003,,,10000197,波尔斯,WIND,4200,890,890,0,0,0,0,S,,
10001004,,,10000096,格妮妲,WIND,5600,890,890,890,0,0,0,S,,
10001005,,,10000042,亚格拉文,WIND,5600,990,990,0,0,0,0,S,,
10001006,,,10000188,凯,WIND,4200,890,890,0,0,0,0,M,,
10001007,,,10000198,波尔斯,WIND,4200,890,890,0,0,0,0,M,,
10001008,,,10000044,亚格拉文,WIND,39200,1110,1110,0,0,0,0,L,,
10001009,,,10000044,笔,WIND,25200,890,890,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001101,,,10000105,纳杰吉塔,ICE,4800,950,950,0,0,0,0,S,,
10001102,,,10000046,吉夫雷斯,ICE,8000,790,790,0,0,0,0,S,,
10001103,,,10001005,贝莉珊,ICE,4800,950,950,0,0,0,0,S,,
10001104,,,10000081,洛蒂涅,ICE,8000,1060,1060,1070,0,0,0,S,,
10001105,,,10000117,乌瑟,ICE,6400,950,950,0,0,0,0,M,,
10001106,,,10000048,吉夫雷斯,ICE,8000,790,790,0,0,0,0,M,,
10001107,,,10001006,贝莉珊,ICE,4800,950,950,0,0,0,0,M,,
10001108,,,10000119,乌瑟,ICE,44900,1060,1060,0,0,0,0,L,,
10001109,,,10000119,剑,ICE,28900,1190,1190,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001201,,,10000179,柏德玛戈斯,FIRE,5300,1010,1010,0,0,0,0,S,,
10001202,,,10000022,佩里诺尔,FIRE,8900,840,840,0,0,0,0,S,,
10001203,,,10000182,兰玛洛克,FIRE,5300,1010,1010,0,0,0,0,S,,
10001204,,,10000093,依缇尔,FIRE,14200,1010,1010,1010,0,0,0,M,,
10001205,,,10000114,迪特里希,FIRE,12400,1010,1010,0,0,0,0,M,,
10001206,,,10000180,柏德玛戈斯,FIRE,5300,1010,1010,0,0,0,0,M,,
10001207,,,10000024,佩里诺尔,FIRE,8900,840,840,0,0,0,0,M,,
10001208,,,10000116,迪特里希,FIRE,49700,1120,1120,0,0,0,0,L,,
10001209,,,10000116,炎,FIRE,24900,1010,1010,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001301,,,10000173,格罗马索玛吉亚,LIGHT,6000,1060,1060,0,0,0,0,S,,
10001302,,,10000166,提尔拉蒙,LIGHT,6000,1060,1060,6000,0,0,0,S,,
10001303,,,10000153,艾文,LIGHT,8000,960,960,8000,0,0,0,S,,
10001304,,,10000102,拿破仑,LIGHT,17900,960,960,0,0,0,0,M,,
10001305,,,10000156,贝德维尔,LIGHT,8000,1060,1060,8000,0,0,0,S,,
10001306,,,10000185,贝兰,LIGHT,13900,960,960,13900,0,0,0,M,,
10001307,,,10000174,格罗马索玛吉亚,LIGHT,6000,1060,1060,0,0,0,0,M,,
10001308,,,10000167,提尔拉蒙,LIGHT,6000,1060,1060,6000,0,0,0,M,,
10001309,,,10000158,贝德维尔,LIGHT,63600,1320,1320,0,0,0,0,L,,
10001310,,,10000158,鞘,LIGHT,19900,960,960,9900,0,0,0,P,,
10001311,,,10000158,鞘,LIGHT,19900,960,960,9900,0,0,0,P,,
10001312,,,10000158,鞘,LIGHT,19900,960,960,9900,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001401,,,10000075,布兰奇芙蓉,DARK,6500,1110,1110,0,0,0,0,S,,
10001402,,,10000078,海克特·德·玛力斯,DARK,6500,1110,1110,0,0,0,0,S,,
10001403,,,10000065,梅利甘斯,DARK,17200,1230,1230,0,0,0,0,M,,
10001404,,,10000176,拉格妮尔,DARK,15000,1230,1230,0,0,0,0,M,,
10001405,,,10000079,海克特·德·玛力斯,DARK,6500,1110,1110,0,0,0,0,M,,
10001406,,,10000066,梅利甘斯,DARK,17200,1230,1230,0,0,0,0,M,,
10001407,,,10000177,拉格妮尔,DARK,60100,1110,1110,0,0,0,0,L,,
10001408,,,10000177,假面,DARK,38600,1110,1110,0,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001501,,,10000105,纳杰吉塔,ICE,7300,1260,1260,0,0,0,0,S,,
10001502,,,10000046,吉夫雷斯,ICE,12100,1050,1050,0,0,0,0,S,,
10001503,,,10001005,贝莉珊,ICE,7300,1260,1260,0,0,0,0,S,,
10001504,,,10000081,洛蒂涅,ICE,12100,1400,1400,1610,0,0,0,S,,
10001505,,,10000187,凯,WIND,7300,1260,1260,0,0,0,0,S,,
10001506,,,10001001,加多,WIND,12100,1050,1050,0,0,0,0,S,,
10001507,,,10000197,波尔斯,WIND,7300,1260,1260,0,0,0,0,S,,
10001508,,,10000096,格妮妲,WIND,9700,1260,1260,1260,0,0,0,S,,
10001509,,,10000169,加隆,WIND,19400,1400,1400,1400,0,0,0,M,,
10001510,,,10001006,贝莉珊,ICE,7300,1260,1260,0,0,0,0,M,,
10001511,,,10000188,凯,WIND,7300,1260,1260,0,0,0,0,M,,
10001512,,,10000097,格妮妲,WIND,9700,1260,1260,1260,0,0,0,M,,
10001513,,,10000170,加隆,WIND,67900,1800,1800,900,0,0,0,L,,
#,,,,,,,,,,,,,,,
10001601,,,10000179,柏德玛戈斯,FIRE,8700,1420,1420,0,0,0,0,S,,
10001602,,,10000022,佩里诺尔,FIRE,14400,1190,1190,0,0,0,0,S,,
10001603,,,10000182,兰玛洛克,FIRE,8700,1420,1420,0,0,0,0,S,,
10001604,,,10000093,依缇尔,FIRE,23100,1420,1420,1420,0,0,0,M,,
10001605,,,10000105,纳杰吉塔,ICE,8700,1420,1420,0,0,0,0,S,,
10001606,,,10000046,吉夫雷斯,ICE,14400,1190,1190,0,0,0,0,S,,
10001607,,,10001005,贝莉珊,ICE,8700,1420,1420,0,0,0,0,S,,
10001608,,,10000081,洛蒂涅,ICE,14400,1580,1580,1920,0,0,0,S,,
10001609,,,10000125,塔奎恩,ICE,23100,1420,1420,3070,0,0,0,M,,
10001610,,,10000180,柏德玛戈斯,FIRE,8700,1420,1420,0,0,0,0,M,,
10001611,,,10000048,吉夫雷斯,ICE,14400,1190,1190,0,0,0,0,M,,
10001612,,,10000082,洛蒂涅,ICE,14400,1580,1580,1920,0,0,0,M,,
10001613,,,10000306,塔奎恩,ICE,80800,1780,1780,0,0,0,0,L,,
10001614,,,10000306,魔法阵,ICE,63500,1420,1420,42300,0,0,0,P,,
#,,,,,,,,,,,,,,,
10001701,,,10000179,柏德玛戈斯,FIRE,9900,1570,1570,0,0,0,0,S,,
10001702,,,10000022,佩里诺尔,FIRE,16500,1310,1310,0,0,0,0,S,,
10001703,,,10000182,兰玛洛克,FIRE,9900,1570,1570,0,0,0,0,S,,
10001704,,,10000093,依缇尔,FIRE,26400,1570,1570,1570,0,0,0,M,,
10001705,,,10000187,凯,WIND,9900,1570,1570,0,0,0,0,S,,
10001706,,,10001001,加多,WIND,16500,1310,1310,0,0,0,0,S,,
10001707,,,10000197,波尔斯,WIND,9900,1570,1570,0,0,0,0,S,,
10001708,,,10000096,格妮妲,WIND,13200,1570,1570,1570,0,0,0,S,,
10001709,,,10002011,卡洛格雷南,FIRE,19800,1570,1570,1570,0,0,0,M,,
10001710,,,10000024,佩里诺尔,FIRE,16500,1310,1310,0,0,0,0,M,,
10001711,,,10000094,依缇尔,FIRE,26400,1570,1570,1570,0,0,0,M,,
10001712,,,10000198,波尔斯,WIND,9900,1570,1570,0,0,0,0,M,,
