#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
#傭兵アーサー,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#攻撃_ロンチ無課金,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#第二型ガヘリス_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100011,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100011,
11100012,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100012,
11100021,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100021,
11100022,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100022,
11100031,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100031,
11100032,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,,,,11100032,
11100041,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100041,
11100042,审判剑＝魔女破灭,judgement witch,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,43,43,RANK4,100,ENEMY_ONE,20,,,,,,,,11100042,
#第二型バグデマグス_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100051,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100051,
11100052,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100052,
11100061,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100061,
11100062,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100062,
11100071,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100071,
11100072,打击剑＝败者复活,get over lose,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,,,,11100072,
#第二型ビスクラヴレット_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100081,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100081,
11100082,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100082,
11100091,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100091,
11100092,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100092,
11100101,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100101,
11100102,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,,,,11100102,
11100111,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100111,
11100112,压坏锤＝装甲粉碎,strong hammer,敌单体/物理/{1}点火属性伤害,1,1,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,,,,11100112,
#特異型ナージェジタ_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100121,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100121,
11100122,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100122,
11100131,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100131,
11100132,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100132,
11100141,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100141,
11100142,骑兵枪＝恶路扫射,dirty open fire,敌单体/物理/{1}点冰属性伤害,1,1,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,,,,11100142,
#教練型ケイ_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100151,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100151,
11100152,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100152,
11100161,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100161,
11100162,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100162,
11100171,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100171,
11100172,疾风舞击#32,storm blast,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,,,,11100172,
#第二型アグラヴェイン_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100181,骑士解析#25,mental crash,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100181,
11100182,骑士解析#25,mental crash,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100182,
11100191,骑士解析#25,mental crash,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,,,,11100191,
11100192,骑士解析#25,mental crash,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100192,
11100201,骑士解析#25,mental crash,敌单体/物理/{1}点风属性伤害,1,1,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,,,,11100201,
