#ID,메인명,서브명,설명,스킬 효과치 표시 파라미터 번호,스킬 효과치 표시 기능 번호,스킬 효과값 표시할 때 걸리는 수,스킬 효과치 표시 타입,보이스 번호,분류,종류,속성,직업 타입,물리or마법,코스트,우선도,,스킬 랭크,헤이트 배율,타깃,지연발동 (카드 내고 나중에 효과가 나오는 스킬),,,,,,,,속성덱 콤보,기능,,,,,,,,
#,,,,,,,,,,,,,,,PvE,PvP,,,,발동 타이밍,유지 턴,발동 조건,페러메터1,페러메터2,페러메터3,페러메터4,페러메터5,1장마다의 배율 상승,발동 조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,우선도,기능ID,
#용병 아서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#공격_런칭 무과금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#제2형 가헤리스_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100011,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100011,
11100012,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100012,
11100021,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100021,
11100022,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100022,
11100031,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100031,
11100032,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100032,
11100041,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100041,
11100042,심판검=마녀파멸,저지먼트 위치,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,3,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100042,
#제2형 바그데마구스_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100051,타격검=패자부활,겟오버 루즈,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100051,
11100052,타격검=패자부활,겟오버 루즈,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100052,
11100061,타격검=패자부활,겟오버 루즈,적 개체/물리/{1}의 불 대미지,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100061,
