60000101,[火]物攻熟達 Lv1,ファイア マスタリー,火の物理ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000101,
60000102,[火]物攻熟達 Lv2,ファイア マスタリー,火の物理ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000102,
60000103,[火]物攻熟達 Lv3,ファイア マスタリー,火の物理ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000103,
60000111,[氷]物攻熟達 Lv1,アイス マスタリー,氷の物理ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000111,
60000112,[氷]物攻熟達 Lv2,アイス マスタリー,氷の物理ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000112,
60000113,[氷]物攻熟達 Lv3,アイス マスタリー,氷の物理ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000113,
60000121,[風]物攻熟達 Lv1,ウインド マスタリー,風の物理ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000121,
60000122,[風]物攻熟達 Lv2,ウインド マスタリー,風の物理ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000122,
60000123,[風]物攻熟達 Lv3,ウインド マスタリー,風の物理ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000123,
60000131,[光]物攻熟達 Lv1,ライト マスタリー,光の物理ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000131,
60000132,[光]物攻熟達 Lv2,ライト マスタリー,光の物理ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000132,
60000133,[光]物攻熟達 Lv3,ライト マスタリー,光の物理ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000133,
60000141,[闇]物攻熟達 Lv1,ダーク マスタリー,闇の物理ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000141,
60000142,[闇]物攻熟達 Lv2,ダーク マスタリー,闇の物理ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000142,
60000143,[闇]物攻熟達 Lv3,ダーク マスタリー,闇の物理ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000143,
60000151,[火]魔攻熟達 Lv1,ファイア マスタリー,火の魔法ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000151,
60000152,[火]魔攻熟達 Lv2,ファイア マスタリー,火の魔法ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000152,
60000153,[火]魔攻熟達 Lv3,ファイア マスタリー,火の魔法ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000153,
60000161,[氷]魔攻熟達 Lv1,アイス マスタリー,氷の魔法ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000161,
60000162,[氷]魔攻熟達 Lv2,アイス マスタリー,氷の魔法ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000162,
60000163,[氷]魔攻熟達 Lv3,アイス マスタリー,氷の魔法ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000163,
60000171,[風]魔攻熟達 Lv1,ウインド マスタリー,風の魔法ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000171,
60000172,[風]魔攻熟達 Lv2,ウインド マスタリー,風の魔法ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000172,
60000173,[風]魔攻熟達 Lv3,ウインド マスタリー,風の魔法ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000173,
60000181,[光]魔攻熟達 Lv1,ライト マスタリー,光の魔法ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000181,
60000182,[光]魔攻熟達 Lv2,ライト マスタリー,光の魔法ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000182,
60000183,[光]魔攻熟達 Lv3,ライト マスタリー,光の魔法ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000183,
60000191,[闇]魔攻熟達 Lv1,ダーク マスタリー,闇の魔法ダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000191,
60000192,[闇]魔攻熟達 Lv2,ダーク マスタリー,闇の魔法ダメージを1.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000192,
60000193,[闇]魔攻熟達 Lv3,ダーク マスタリー,闇の魔法ダメージを3%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000193,
60000201,[火]物魔熟達 Lv1,ファイア マスタリー,火のダメージを0.2%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000201,
60000202,[火]物魔熟達 Lv2,ファイア マスタリー,火のダメージを0.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000202,
60000203,[火]物魔熟達 Lv3,ファイア マスタリー,火のダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000203,
60000211,[氷]物魔熟達 Lv1,アイス マスタリー,氷のダメージを0.2%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000211,
60000212,[氷]物魔熟達 Lv2,アイス マスタリー,氷のダメージを0.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000212,
60000213,[氷]物魔熟達 Lv3,アイス マスタリー,氷のダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000213,
60000221,[風]物魔熟達 Lv1,ウインド マスタリー,風のダメージを0.2%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000221,
60000222,[風]物魔熟達 Lv2,ウインド マスタリー,風のダメージを0.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000222,
60000223,[風]物魔熟達 Lv3,ウインド マスタリー,風のダメージを1%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000223,
60000231,[光]物魔熟達 Lv1,ライト マスタリー,光のダメージを0.2%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000231,
60000232,[光]物魔熟達 Lv2,ライト マスタリー,光のダメージを0.5%アップ,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000232,
